"year","month","day","country","Data_name","values"
"2003","02","23",Brazil,Flue_data,194.0
"2003","02","23",Brazil,Dengue_data,0.205
"2003","02","23",Mexico,Flue_data,
"2003","02","23",Mexico,Dengue_data,0.054
"2003","03","02",Argentina,Flue_data,134.0
"2003","03","02",Argentina,Dengue_data,0.051
"2003","03","02",Bolivia,Flue_data,427.0
"2003","03","02",Bolivia,Dengue_data,0.119
"2003","03","02",Brazil,Flue_data,177.0
"2003","03","02",Brazil,Dengue_data,0.142
"2003","03","02",Mexico,Flue_data,
"2003","03","02",Mexico,Dengue_data,0.075
"2003","03","09",Argentina,Flue_data,136.0
"2003","03","09",Argentina,Dengue_data,0.051
"2003","03","09",Bolivia,Flue_data,460.0
"2003","03","09",Bolivia,Dengue_data,0.195
"2003","03","09",Brazil,Flue_data,223.0
"2003","03","09",Brazil,Dengue_data,0.28
"2003","03","09",Mexico,Flue_data,
"2003","03","09",Mexico,Dengue_data,0.096
"2003","03","16",Argentina,Flue_data,134.0
"2003","03","16",Argentina,Dengue_data,0.046
"2003","03","16",Bolivia,Flue_data,541.0
"2003","03","16",Bolivia,Dengue_data,0.289
"2003","03","16",Brazil,Flue_data,213.0
"2003","03","16",Brazil,Dengue_data,0.162
"2003","03","16",Mexico,Flue_data,
"2003","03","16",Mexico,Dengue_data,0.064
"2003","03","23",Argentina,Flue_data,153.0
"2003","03","23",Argentina,Dengue_data,0.043
"2003","03","23",Bolivia,Flue_data,549.0
"2003","03","23",Bolivia,Dengue_data,0.227
"2003","03","23",Brazil,Flue_data,228.0
"2003","03","23",Brazil,Dengue_data,0.17
"2003","03","23",Mexico,Flue_data,
"2003","03","23",Mexico,Dengue_data,0.073
"2003","03","30",Argentina,Flue_data,158.0
"2003","03","30",Argentina,Dengue_data,0.039
"2003","03","30",Bolivia,Flue_data,647.0
"2003","03","30",Bolivia,Dengue_data,0.194
"2003","03","30",Brazil,Flue_data,262.0
"2003","03","30",Brazil,Dengue_data,0.176
"2003","03","30",Mexico,Flue_data,
"2003","03","30",Mexico,Dengue_data,0.076
"2003","04","06",Argentina,Flue_data,187.0
"2003","04","06",Argentina,Dengue_data,0.036
"2003","04","06",Bolivia,Flue_data,636.0
"2003","04","06",Bolivia,Dengue_data,0.121
"2003","04","06",Brazil,Flue_data,308.0
"2003","04","06",Brazil,Dengue_data,0.134
"2003","04","06",Mexico,Flue_data,
"2003","04","06",Mexico,Dengue_data,0.068
"2003","04","13",Argentina,Flue_data,193.0
"2003","04","13",Argentina,Dengue_data,0.031
"2003","04","13",Bolivia,Flue_data,580.0
"2003","04","13",Bolivia,Dengue_data,0.101
"2003","04","13",Brazil,Flue_data,259.0
"2003","04","13",Brazil,Dengue_data,0.15
"2003","04","13",Mexico,Flue_data,
"2003","04","13",Mexico,Dengue_data,0.055
"2003","04","20",Argentina,Flue_data,186.0
"2003","04","20",Argentina,Dengue_data,0.029
"2003","04","20",Bolivia,Flue_data,537.0
"2003","04","20",Bolivia,Dengue_data,0.147
"2003","04","20",Brazil,Flue_data,287.0
"2003","04","20",Brazil,Dengue_data,0.104
"2003","04","20",Mexico,Flue_data,
"2003","04","20",Mexico,Dengue_data,0.056
"2003","04","27",Argentina,Flue_data,209.0
"2003","04","27",Argentina,Dengue_data,0.034
"2003","04","27",Bolivia,Flue_data,525.0
"2003","04","27",Bolivia,Dengue_data,0.097
"2003","04","27",Brazil,Flue_data,299.0
"2003","04","27",Brazil,Dengue_data,0.104
"2003","04","27",Mexico,Flue_data,
"2003","04","27",Mexico,Dengue_data,0.072
"2003","05","04",Argentina,Flue_data,239.0
"2003","05","04",Argentina,Dengue_data,0.031
"2003","05","04",Bolivia,Flue_data,493.0
"2003","05","04",Bolivia,Dengue_data,0.069
"2003","05","04",Brazil,Flue_data,319.0
"2003","05","04",Brazil,Dengue_data,0.089
"2003","05","04",Mexico,Flue_data,
"2003","05","04",Mexico,Dengue_data,0.071
"2003","05","11",Argentina,Flue_data,241.0
"2003","05","11",Argentina,Dengue_data,0.039
"2003","05","11",Bolivia,Flue_data,560.0
"2003","05","11",Bolivia,Dengue_data,0.064
"2003","05","11",Brazil,Flue_data,336.0
"2003","05","11",Brazil,Dengue_data,0.067
"2003","05","11",Mexico,Flue_data,
"2003","05","11",Mexico,Dengue_data,0.06
"2003","05","18",Argentina,Flue_data,232.0
"2003","05","18",Argentina,Dengue_data,0.039
"2003","05","18",Bolivia,Flue_data,539.0
"2003","05","18",Bolivia,Dengue_data,0.053
"2003","05","18",Brazil,Flue_data,361.0
"2003","05","18",Brazil,Dengue_data,0.109
"2003","05","18",Mexico,Flue_data,
"2003","05","18",Mexico,Dengue_data,0.069
"2003","05","25",Argentina,Flue_data,251.0
"2003","05","25",Argentina,Dengue_data,0.039
"2003","05","25",Bolivia,Flue_data,547.0
"2003","05","25",Bolivia,Dengue_data,0.064
"2003","05","25",Brazil,Flue_data,385.0
"2003","05","25",Brazil,Dengue_data,0.071
"2003","05","25",Mexico,Flue_data,
"2003","05","25",Mexico,Dengue_data,0.074
"2003","06","01",Argentina,Flue_data,253.0
"2003","06","01",Argentina,Dengue_data,0.034
"2003","06","01",Bolivia,Flue_data,567.0
"2003","06","01",Bolivia,Dengue_data,0.058
"2003","06","01",Brazil,Flue_data,403.0
"2003","06","01",Brazil,Dengue_data,0.08
"2003","06","01",Mexico,Flue_data,
"2003","06","01",Mexico,Dengue_data,0.079
"2003","06","08",Argentina,Flue_data,261.0
"2003","06","08",Argentina,Dengue_data,0.039
"2003","06","08",Bolivia,Flue_data,529.0
"2003","06","08",Bolivia,Dengue_data,0.042
"2003","06","08",Brazil,Flue_data,371.0
"2003","06","08",Brazil,Dengue_data,0.062
"2003","06","08",Mexico,Flue_data,
"2003","06","08",Mexico,Dengue_data,0.088
"2003","06","15",Argentina,Flue_data,258.0
"2003","06","15",Argentina,Dengue_data,0.039
"2003","06","15",Bolivia,Flue_data,521.0
"2003","06","15",Bolivia,Dengue_data,0.047
"2003","06","15",Brazil,Flue_data,334.0
"2003","06","15",Brazil,Dengue_data,0.036
"2003","06","15",Mexico,Flue_data,
"2003","06","15",Mexico,Dengue_data,0.074
"2003","06","22",Argentina,Flue_data,278.0
"2003","06","22",Argentina,Dengue_data,0.039
"2003","06","22",Bolivia,Flue_data,526.0
"2003","06","22",Bolivia,Dengue_data,0.039
"2003","06","22",Brazil,Flue_data,279.0
"2003","06","22",Brazil,Dengue_data,0.073
"2003","06","22",Mexico,Flue_data,
"2003","06","22",Mexico,Dengue_data,0.056
"2003","06","29",Argentina,Flue_data,348.0
"2003","06","29",Argentina,Dengue_data,0.031
"2003","06","29",Bolivia,Flue_data,506.0
"2003","06","29",Bolivia,Dengue_data,0.038
"2003","06","29",Brazil,Flue_data,266.0
"2003","06","29",Brazil,Dengue_data,0.056
"2003","06","29",Mexico,Flue_data,
"2003","06","29",Mexico,Dengue_data,0.071
"2003","07","06",Argentina,Flue_data,325.0
"2003","07","06",Argentina,Dengue_data,0.034
"2003","07","06",Bolivia,Flue_data,480.0
"2003","07","06",Bolivia,Dengue_data,0.029
"2003","07","06",Brazil,Flue_data,256.0
"2003","07","06",Brazil,Dengue_data,0.018
"2003","07","06",Mexico,Flue_data,
"2003","07","06",Mexico,Dengue_data,0.086
"2003","07","13",Argentina,Flue_data,307.0
"2003","07","13",Argentina,Dengue_data,0.036
"2003","07","13",Bolivia,Flue_data,475.0
"2003","07","13",Bolivia,Dengue_data,0.023
"2003","07","13",Brazil,Flue_data,272.0
"2003","07","13",Brazil,Dengue_data,0.015
"2003","07","13",Mexico,Flue_data,
"2003","07","13",Mexico,Dengue_data,0.072
"2003","07","20",Argentina,Flue_data,239.0
"2003","07","20",Argentina,Dengue_data,0.029
"2003","07","20",Bolivia,Flue_data,523.0
"2003","07","20",Bolivia,Dengue_data,0.021
"2003","07","20",Brazil,Flue_data,260.0
"2003","07","20",Brazil,Dengue_data,0.052
"2003","07","20",Mexico,Flue_data,
"2003","07","20",Mexico,Dengue_data,0.065
"2003","07","27",Argentina,Flue_data,229.0
"2003","07","27",Argentina,Dengue_data,0.027
"2003","07","27",Bolivia,Flue_data,520.0
"2003","07","27",Bolivia,Dengue_data,0.018
"2003","07","27",Brazil,Flue_data,225.0
"2003","07","27",Brazil,Dengue_data,0.013
"2003","07","27",Mexico,Flue_data,
"2003","07","27",Mexico,Dengue_data,0.068
"2003","08","03",Argentina,Flue_data,235.0
"2003","08","03",Argentina,Dengue_data,0.024
"2003","08","03",Bolivia,Flue_data,566.0
"2003","08","03",Bolivia,Dengue_data,0.016
"2003","08","03",Brazil,Flue_data,223.0
"2003","08","03",Brazil,Dengue_data,0.044
"2003","08","03",Mexico,Flue_data,
"2003","08","03",Mexico,Dengue_data,0.095
"2003","08","10",Argentina,Flue_data,225.0
"2003","08","10",Argentina,Dengue_data,0.022
"2003","08","10",Bolivia,Flue_data,557.0
"2003","08","10",Bolivia,Dengue_data,0.019
"2003","08","10",Brazil,Flue_data,234.0
"2003","08","10",Brazil,Dengue_data,0.036
"2003","08","10",Mexico,Flue_data,
"2003","08","10",Mexico,Dengue_data,0.092
"2003","08","17",Argentina,Flue_data,201.0
"2003","08","17",Argentina,Dengue_data,0.022
"2003","08","17",Bolivia,Flue_data,595.0
"2003","08","17",Bolivia,Dengue_data,0.022
"2003","08","17",Brazil,Flue_data,262.0
"2003","08","17",Brazil,Dengue_data,0.032
"2003","08","17",Mexico,Flue_data,
"2003","08","17",Mexico,Dengue_data,0.089
"2003","08","24",Argentina,Flue_data,192.0
"2003","08","24",Argentina,Dengue_data,0.019
"2003","08","24",Bolivia,Flue_data,578.0
"2003","08","24",Bolivia,Dengue_data,0.018
"2003","08","24",Brazil,Flue_data,264.0
"2003","08","24",Brazil,Dengue_data,0.034
"2003","08","24",Mexico,Flue_data,
"2003","08","24",Mexico,Dengue_data,0.063
"2003","08","31",Argentina,Flue_data,224.0
"2003","08","31",Argentina,Dengue_data,0.019
"2003","08","31",Bolivia,Flue_data,641.0
"2003","08","31",Bolivia,Dengue_data,0.018
"2003","08","31",Brazil,Flue_data,247.0
"2003","08","31",Brazil,Dengue_data,0.011
"2003","08","31",Mexico,Flue_data,
"2003","08","31",Mexico,Dengue_data,0.084
"2003","09","07",Argentina,Flue_data,210.0
"2003","09","07",Argentina,Dengue_data,0.019
"2003","09","07",Bolivia,Flue_data,625.0
"2003","09","07",Bolivia,Dengue_data,0.019
"2003","09","07",Brazil,Flue_data,246.0
"2003","09","07",Brazil,Dengue_data,0.018
"2003","09","07",Mexico,Flue_data,
"2003","09","07",Mexico,Dengue_data,0.137
"2003","09","14",Argentina,Flue_data,204.0
"2003","09","14",Argentina,Dengue_data,0.019
"2003","09","14",Bolivia,Flue_data,613.0
"2003","09","14",Bolivia,Dengue_data,0.031
"2003","09","14",Brazil,Flue_data,228.0
"2003","09","14",Brazil,Dengue_data,0.034
"2003","09","14",Mexico,Flue_data,
"2003","09","14",Mexico,Dengue_data,0.165
"2003","09","21",Argentina,Flue_data,213.0
"2003","09","21",Argentina,Dengue_data,0.019
"2003","09","21",Bolivia,Flue_data,607.0
"2003","09","21",Bolivia,Dengue_data,0.041
"2003","09","21",Brazil,Flue_data,230.0
"2003","09","21",Brazil,Dengue_data,0.015
"2003","09","21",Mexico,Flue_data,
"2003","09","21",Mexico,Dengue_data,0.124
"2003","09","28",Argentina,Flue_data,217.0
"2003","09","28",Argentina,Dengue_data,0.019
"2003","09","28",Bolivia,Flue_data,553.0
"2003","09","28",Bolivia,Dengue_data,0.049
"2003","09","28",Brazil,Flue_data,243.0
"2003","09","28",Brazil,Dengue_data,0.016
"2003","09","28",Mexico,Flue_data,683.0
"2003","09","28",Mexico,Dengue_data,0.188
"2003","10","05",Argentina,Flue_data,205.0
"2003","10","05",Argentina,Dengue_data,0.019
"2003","10","05",Bolivia,Flue_data,475.0
"2003","10","05",Bolivia,Dengue_data,0.035
"2003","10","05",Brazil,Flue_data,216.0
"2003","10","05",Brazil,Dengue_data,0.02
"2003","10","05",Mexico,Flue_data,707.0
"2003","10","05",Mexico,Dengue_data,0.182
"2003","10","12",Argentina,Flue_data,174.0
"2003","10","12",Argentina,Dengue_data,0.019
"2003","10","12",Bolivia,Flue_data,448.0
"2003","10","12",Bolivia,Dengue_data,0.044
"2003","10","12",Brazil,Flue_data,206.0
"2003","10","12",Brazil,Dengue_data,0.041
"2003","10","12",Mexico,Flue_data,800.0
"2003","10","12",Mexico,Dengue_data,0.16
"2003","10","19",Argentina,Flue_data,178.0
"2003","10","19",Argentina,Dengue_data,0.022
"2003","10","19",Bolivia,Flue_data,405.0
"2003","10","19",Bolivia,Dengue_data,0.054
"2003","10","19",Brazil,Flue_data,252.0
"2003","10","19",Brazil,Dengue_data,0.026
"2003","10","19",Mexico,Flue_data,858.0
"2003","10","19",Mexico,Dengue_data,0.157
"2003","10","26",Argentina,Flue_data,178.0
"2003","10","26",Argentina,Dengue_data,0.024
"2003","10","26",Bolivia,Flue_data,366.0
"2003","10","26",Bolivia,Dengue_data,0.035
"2003","10","26",Brazil,Flue_data,233.0
"2003","10","26",Brazil,Dengue_data,0.034
"2003","10","26",Mexico,Flue_data,755.0
"2003","10","26",Mexico,Dengue_data,0.122
"2003","11","02",Argentina,Flue_data,184.0
"2003","11","02",Argentina,Dengue_data,0.029
"2003","11","02",Bolivia,Flue_data,400.0
"2003","11","02",Bolivia,Dengue_data,0.032
"2003","11","02",Brazil,Flue_data,230.0
"2003","11","02",Brazil,Dengue_data,0.038
"2003","11","02",Mexico,Flue_data,843.0
"2003","11","02",Mexico,Dengue_data,0.159
"2003","11","09",Argentina,Flue_data,166.0
"2003","11","09",Argentina,Dengue_data,0.027
"2003","11","09",Bolivia,Flue_data,427.0
"2003","11","09",Bolivia,Dengue_data,0.044
"2003","11","09",Brazil,Flue_data,218.0
"2003","11","09",Brazil,Dengue_data,0.038
"2003","11","09",Mexico,Flue_data,957.0
"2003","11","09",Mexico,Dengue_data,0.132
"2003","11","16",Argentina,Flue_data,149.0
"2003","11","16",Argentina,Dengue_data,0.027
"2003","11","16",Bolivia,Flue_data,424.0
"2003","11","16",Bolivia,Dengue_data,0.031
"2003","11","16",Brazil,Flue_data,239.0
"2003","11","16",Brazil,Dengue_data,0.046
"2003","11","16",Mexico,Flue_data,894.0
"2003","11","16",Mexico,Dengue_data,0.088
"2003","11","23",Argentina,Flue_data,133.0
"2003","11","23",Argentina,Dengue_data,0.027
"2003","11","23",Bolivia,Flue_data,408.0
"2003","11","23",Bolivia,Dengue_data,0.03
"2003","11","23",Brazil,Flue_data,201.0
"2003","11","23",Brazil,Dengue_data,0.068
"2003","11","23",Mexico,Flue_data,880.0
"2003","11","23",Mexico,Dengue_data,0.127
"2003","11","30",Argentina,Flue_data,123.0
"2003","11","30",Argentina,Dengue_data,0.027
"2003","11","30",Bolivia,Flue_data,388.0
"2003","11","30",Bolivia,Dengue_data,0.024
"2003","11","30",Brazil,Flue_data,177.0
"2003","11","30",Brazil,Dengue_data,0.063
"2003","11","30",Mexico,Flue_data,979.0
"2003","11","30",Mexico,Dengue_data,0.079
"2003","12","07",Argentina,Flue_data,121.0
"2003","12","07",Argentina,Dengue_data,0.024
"2003","12","07",Bolivia,Flue_data,368.0
"2003","12","07",Bolivia,Dengue_data,0.016
"2003","12","07",Brazil,Flue_data,154.0
"2003","12","07",Brazil,Dengue_data,0.06
"2003","12","07",Mexico,Flue_data,1025.0
"2003","12","07",Mexico,Dengue_data,0.083
"2003","12","14",Argentina,Flue_data,109.0
"2003","12","14",Argentina,Dengue_data,0.022
"2003","12","14",Bolivia,Flue_data,344.0
"2003","12","14",Bolivia,Dengue_data,0.012
"2003","12","14",Brazil,Flue_data,137.0
"2003","12","14",Brazil,Dengue_data,0.055
"2003","12","14",Mexico,Flue_data,1242.0
"2003","12","14",Mexico,Dengue_data,0.066
"2003","12","21",Argentina,Flue_data,103.0
"2003","12","21",Argentina,Dengue_data,0.019
"2003","12","21",Bolivia,Flue_data,342.0
"2003","12","21",Bolivia,Dengue_data,0.011
"2003","12","21",Brazil,Flue_data,148.0
"2003","12","21",Brazil,Dengue_data,0.053
"2003","12","21",Mexico,Flue_data,1346.0
"2003","12","21",Mexico,Dengue_data,0.055
"2003","12","28",Argentina,Flue_data,100.0
"2003","12","28",Argentina,Dengue_data,0.019
"2003","12","28",Bolivia,Flue_data,319.0
"2003","12","28",Bolivia,Dengue_data,0.01
"2003","12","28",Brazil,Flue_data,155.0
"2003","12","28",Brazil,Dengue_data,0.049
"2003","12","28",Mexico,Flue_data,1264.0
"2003","12","28",Mexico,Dengue_data,0.042
"2004","01","04",Argentina,Flue_data,98.0
"2004","01","04",Argentina,Dengue_data,0.019
"2004","01","04",Bolivia,Flue_data,311.0
"2004","01","04",Bolivia,Dengue_data,0.01
"2004","01","04",Brazil,Flue_data,153.0
"2004","01","04",Brazil,Dengue_data,0.085
"2004","01","04",Mexico,Flue_data,1108.0
"2004","01","04",Mexico,Dengue_data,0.041
"2004","01","11",Argentina,Flue_data,98.0
"2004","01","11",Argentina,Dengue_data,0.017
"2004","01","11",Bolivia,Flue_data,322.0
"2004","01","11",Bolivia,Dengue_data,0.018
"2004","01","11",Brazil,Flue_data,154.0
"2004","01","11",Brazil,Dengue_data,0.095
"2004","01","11",Mexico,Flue_data,1026.0
"2004","01","11",Mexico,Dengue_data,0.036
"2004","01","18",Argentina,Flue_data,98.0
"2004","01","18",Argentina,Dengue_data,0.017
"2004","01","18",Bolivia,Flue_data,343.0
"2004","01","18",Bolivia,Dengue_data,0.07
"2004","01","18",Brazil,Flue_data,152.0
"2004","01","18",Brazil,Dengue_data,0.072
"2004","01","18",Mexico,Flue_data,977.0
"2004","01","18",Mexico,Dengue_data,0.034
"2004","01","25",Argentina,Flue_data,102.0
"2004","01","25",Argentina,Dengue_data,0.019
"2004","01","25",Bolivia,Flue_data,348.0
"2004","01","25",Bolivia,Dengue_data,0.091
"2004","01","25",Brazil,Flue_data,145.0
"2004","01","25",Brazil,Dengue_data,0.057
"2004","01","25",Mexico,Flue_data,976.0
"2004","01","25",Mexico,Dengue_data,0.033
"2004","02","01",Argentina,Flue_data,102.0
"2004","02","01",Argentina,Dengue_data,0.031
"2004","02","01",Bolivia,Flue_data,336.0
"2004","02","01",Bolivia,Dengue_data,0.068
"2004","02","01",Brazil,Flue_data,146.0
"2004","02","01",Brazil,Dengue_data,0.069
"2004","02","01",Mexico,Flue_data,932.0
"2004","02","01",Mexico,Dengue_data,0.037
"2004","02","08",Argentina,Flue_data,102.0
"2004","02","08",Argentina,Dengue_data,0.039
"2004","02","08",Bolivia,Flue_data,321.0
"2004","02","08",Bolivia,Dengue_data,0.046
"2004","02","08",Brazil,Flue_data,187.0
"2004","02","08",Brazil,Dengue_data,0.067
"2004","02","08",Mexico,Flue_data,939.0
"2004","02","08",Mexico,Dengue_data,0.032
"2004","02","15",Argentina,Flue_data,102.0
"2004","02","15",Argentina,Dengue_data,0.046
"2004","02","15",Bolivia,Flue_data,330.0
"2004","02","15",Bolivia,Dengue_data,0.034
"2004","02","15",Brazil,Flue_data,185.0
"2004","02","15",Brazil,Dengue_data,0.077
"2004","02","15",Mexico,Flue_data,913.0
"2004","02","15",Mexico,Dengue_data,0.031
"2004","02","22",Argentina,Flue_data,114.0
"2004","02","22",Argentina,Dengue_data,0.041
"2004","02","22",Bolivia,Flue_data,329.0
"2004","02","22",Bolivia,Dengue_data,0.034
"2004","02","22",Brazil,Flue_data,206.0
"2004","02","22",Brazil,Dengue_data,0.088
"2004","02","22",Mexico,Flue_data,974.0
"2004","02","22",Mexico,Dengue_data,0.033
"2004","02","29",Argentina,Flue_data,121.0
"2004","02","29",Argentina,Dengue_data,0.039
"2004","02","29",Bolivia,Flue_data,314.0
"2004","02","29",Bolivia,Dengue_data,0.03
"2004","02","29",Brazil,Flue_data,228.0
"2004","02","29",Brazil,Dengue_data,0.085
"2004","02","29",Mexico,Flue_data,944.0
"2004","02","29",Mexico,Dengue_data,0.04
"2004","03","07",Argentina,Flue_data,108.0
"2004","03","07",Argentina,Dengue_data,0.039
"2004","03","07",Bolivia,Flue_data,370.0
"2004","03","07",Bolivia,Dengue_data,0.028
"2004","03","07",Brazil,Flue_data,244.0
"2004","03","07",Brazil,Dengue_data,0.096
"2004","03","07",Mexico,Flue_data,1040.0
"2004","03","07",Mexico,Dengue_data,0.036
"2004","03","14",Argentina,Flue_data,107.0
"2004","03","14",Argentina,Dengue_data,0.053
"2004","03","14",Bolivia,Flue_data,421.0
"2004","03","14",Bolivia,Dengue_data,0.023
"2004","03","14",Brazil,Flue_data,213.0
"2004","03","14",Brazil,Dengue_data,0.071
"2004","03","14",Mexico,Flue_data,1028.0
"2004","03","14",Mexico,Dengue_data,0.04
"2004","03","21",Argentina,Flue_data,119.0
"2004","03","21",Argentina,Dengue_data,0.065
"2004","03","21",Bolivia,Flue_data,450.0
"2004","03","21",Bolivia,Dengue_data,0.037
"2004","03","21",Brazil,Flue_data,243.0
"2004","03","21",Brazil,Dengue_data,0.085
"2004","03","21",Mexico,Flue_data,1021.0
"2004","03","21",Mexico,Dengue_data,0.047
"2004","03","28",Argentina,Flue_data,123.0
"2004","03","28",Argentina,Dengue_data,0.063
"2004","03","28",Bolivia,Flue_data,446.0
"2004","03","28",Bolivia,Dengue_data,0.056
"2004","03","28",Brazil,Flue_data,240.0
"2004","03","28",Brazil,Dengue_data,0.096
"2004","03","28",Mexico,Flue_data,880.0
"2004","03","28",Mexico,Dengue_data,0.052
"2004","04","04",Argentina,Flue_data,125.0
"2004","04","04",Argentina,Dengue_data,0.046
"2004","04","04",Bolivia,Flue_data,415.0
"2004","04","04",Bolivia,Dengue_data,0.042
"2004","04","04",Brazil,Flue_data,239.0
"2004","04","04",Brazil,Dengue_data,0.071
"2004","04","04",Mexico,Flue_data,871.0
"2004","04","04",Mexico,Dengue_data,0.051
"2004","04","11",Argentina,Flue_data,134.0
"2004","04","11",Argentina,Dengue_data,0.041
"2004","04","11",Bolivia,Flue_data,451.0
"2004","04","11",Bolivia,Dengue_data,0.035
"2004","04","11",Brazil,Flue_data,243.0
"2004","04","11",Brazil,Dengue_data,0.054
"2004","04","11",Mexico,Flue_data,908.0
"2004","04","11",Mexico,Dengue_data,0.051
"2004","04","18",Argentina,Flue_data,134.0
"2004","04","18",Argentina,Dengue_data,0.036
"2004","04","18",Bolivia,Flue_data,430.0
"2004","04","18",Bolivia,Dengue_data,0.04
"2004","04","18",Brazil,Flue_data,251.0
"2004","04","18",Brazil,Dengue_data,0.067
"2004","04","18",Mexico,Flue_data,838.0
"2004","04","18",Mexico,Dengue_data,0.049
"2004","04","25",Argentina,Flue_data,226.0
"2004","04","25",Argentina,Dengue_data,0.041
"2004","04","25",Bolivia,Flue_data,464.0
"2004","04","25",Bolivia,Dengue_data,0.045
"2004","04","25",Brazil,Flue_data,272.0
"2004","04","25",Brazil,Dengue_data,0.027
"2004","04","25",Mexico,Flue_data,828.0
"2004","04","25",Mexico,Dengue_data,0.044
"2004","05","02",Argentina,Flue_data,199.0
"2004","05","02",Argentina,Dengue_data,0.041
"2004","05","02",Bolivia,Flue_data,449.0
"2004","05","02",Bolivia,Dengue_data,0.051
"2004","05","02",Brazil,Flue_data,275.0
"2004","05","02",Brazil,Dengue_data,0.039
"2004","05","02",Mexico,Flue_data,799.0
"2004","05","02",Mexico,Dengue_data,0.038
"2004","05","09",Argentina,Flue_data,198.0
"2004","05","09",Argentina,Dengue_data,0.041
"2004","05","09",Bolivia,Flue_data,532.0
"2004","05","09",Bolivia,Dengue_data,0.049
"2004","05","09",Brazil,Flue_data,293.0
"2004","05","09",Brazil,Dengue_data,0.043
"2004","05","09",Mexico,Flue_data,790.0
"2004","05","09",Mexico,Dengue_data,0.051
"2004","05","16",Argentina,Flue_data,239.0
"2004","05","16",Argentina,Dengue_data,0.036
"2004","05","16",Bolivia,Flue_data,587.0
"2004","05","16",Bolivia,Dengue_data,0.032
"2004","05","16",Brazil,Flue_data,309.0
"2004","05","16",Brazil,Dengue_data,0.031
"2004","05","16",Mexico,Flue_data,852.0
"2004","05","16",Mexico,Dengue_data,0.06
"2004","05","23",Argentina,Flue_data,240.0
"2004","05","23",Argentina,Dengue_data,0.036
"2004","05","23",Bolivia,Flue_data,583.0
"2004","05","23",Bolivia,Dengue_data,0.026
"2004","05","23",Brazil,Flue_data,353.0
"2004","05","23",Brazil,Dengue_data,0.04
"2004","05","23",Mexico,Flue_data,733.0
"2004","05","23",Mexico,Dengue_data,0.114
"2004","05","30",Argentina,Flue_data,265.0
"2004","05","30",Argentina,Dengue_data,0.039
"2004","05","30",Bolivia,Flue_data,563.0
